rank	gene	combined_binding_score	chr	start	end	transcript	FBid
1996	AstA	0.136899998877198	3R	24765070	24765071	FBtr0084744	FBgn0015591
1997	ClC-c	0.136791666892047	3L	16090454	16090455	FBtr0302503	FBgn0036566
1998	knrl	0.136599998455495	3L	20620658	20620659	FBtr0078212	FBgn0001323
1999	nw	0.136549999471754	2R	17502354	17502355	FBtr0305703	FBgn0283508
2000	trol	0.136343750062224	X	2505549	2505550	FBtr0475303	FBgn0284408
2001	CG8519	0.13565000128001	3L	6704860	6704861	FBtr0076942	FBgn0035711
2002	CG3347	0.13541666790843	2L	3269437	3269438	FBtr0301033	FBgn0031513
2003	CG14325	0.135312498896383	3R	17627127	17627128	FBtr0289974	FBgn0038531
2004	Karl	0.135200000554323	X	11787381	11787382	FBtr0346276	FBgn0030334
2005	CG8560	0.134416666813195	3L	7403948	7403949	FBtr0332725	FBgn0035781
2006	CG1314	0.134250002214685	X	20869396	20869397	FBtr0077286	FBgn0031134
2007	CG10019	0.134166665840894	2L	3730466	3730467	FBtr0479854	FBgn0031568
2008	Npc1b	0.133958333986811	X	20934869	20934870	FBtr0077239	FBgn0261675
2009	Ir92a	0.133550000097603	3R	20338973	20338974	FBtr0336963	FBgn0038789
2010	CG3902	0.13349999813363	3L	18898292	18898293	FBtr0075076	FBgn0036824
2011	CG15615	0.132666665750245	2R	16796406	16796407	FBtr0300552	FBgn0034159
2012	CG2082	0.13255555569453	3R	5771897	5771898	FBtr0078675	FBgn0027608
2013	Ir56b	0.132349998882273	2R	19508167	19508168	FBtr0086465	FBgn0034456
2014	boil	0.132150000426918	X	4875670	4875671	FBtr0070717	FBgn0029730
2015	CG1888	0.132083337909232	2R	9546957	9546958	FBtr0088547	FBgn0033421
2016	Bin1	0.132083332786957	3R	16186896	16186897	FBtr0083279	FBgn0024491
2017	CG14369	0.131937500322238	3R	13592656	13592657	FBtr0082789	FBgn0038159
2018	vanin-like	0.13187500089407	X	6202558	6202559	FBtr0070879	FBgn0040069
2019	JIL-1	0.13175000053727	3L	11091855	11091856	FBtr0076237	FBgn0020412
2020	CG4797	0.131750000433789	2R	23818326	23818327	FBtr0072239	FBgn0034909
2021	CG4069	0.131535714292633	3L	12537314	12537315	FBtr0075965	FBgn0036301
2022	Ccp84Ab	0.131249999760517	3R	6702876	6702877	FBtr0081692	FBgn0004782
2023	Btk29A	0.131083333864808	2L	8265792	8265793	FBtr0330692	FBgn0003502
2024	Gr22d	0.130937498062849	2L	1790360	1790361	FBtr0310114	FBgn0045498
2025	CG11269	0.130624999059364	2R	22138895	22138896	FBtr0071765	FBgn0034700
2026	Grx1t	0.12999999942258	2R	21757345	21757346	FBtr0071714	FBgn0034658
2027	CG34451	0.129916667783012	3L	15692067	15692068	FBtr0112757	FBgn0085480
2028	Rilpl	0.129799999855459	X	1393054	1393055	FBtr0070225	FBgn0024985
2029	CG43814	0.129375000484288	2L	18805346	18805347	FBtr0332209	FBgn0264362
2030	CG42749	0.12858333500723	X	5296066	5296067	FBtr0303278	FBgn0261803
2031	raskol	0.128562501185418	X	17710144	17710145	FBtr0302837	FBgn0261570
2032	CG14269	0.12818750157021	X	3435806	3435807	FBtr0070532	FBgn0029658
2033	kmr	0.128124998474959	3R	13715207	13715208	FBtr0112622	FBgn0085412
2034	stj	0.127892856153526	2R	13805794	13805795	FBtr0087631	FBgn0261041
2035	Pgcl	0.127416667838891	X	437447	437448	FBtr0070100	FBgn0011822
2036	CG12539	0.127374998759478	X	14844756	14844757	FBtr0073987	FBgn0030586
2037	CG34178; CG34177	0.127250001765788					
2038	PPYR1	0.126999999396503	X	15244912	15244913	FBtr0074023	FBgn0030623
2039	Vrp1	0.126937499968335	2R	22112790	22112791	FBtr0071796	FBgn0243516
2040	Ady43A	0.126937499619089	2R	7245775	7245776	FBtr0089050	FBgn0026602
2041	CG2955	0.126187500311062	2L	4149279	4149280	FBtr0077468	FBgn0031585
2042	CG17278	0.126041666294138	3R	21024162	21024163	FBtr0084047	FBgn0046763
2043	Rab27	0.125916665730377	X	1476973	1476974	FBtr0070294	FBgn0025382
2044	Samuel	0.125850000418723	2L	11057463	11057464	FBtr0331197	FBgn0032330
2045	CG17121	0.125850000139326	3R	23048213	23048214	FBtr0084361	FBgn0039043
2046	CG14740	0.125749999890104	3R	12062943	12062944	FBtr0082552	FBgn0037988
2047	CG12617	0.125571428132909	2L	20294693	20294694	FBtr0081351	FBgn0040996
2048	CG45116	0.125374999130145	3L	22699433	22699434	FBtr0344814	FBgn0266591
2049	CG8620	0.125100000202656	3L	7158099	7158100	FBtr0076918	FBgn0040837
2050	CG31819	0.123583333877226	2L	16211459	16211460	FBtr0080821	FBgn0028893
2051	CG12985	0.123527777924513	X	17883718	17883719	FBtr0074494	FBgn0030881
2052	CG17839	0.123500000452623	3L	14805136	14805137	FBtr0075695	FBgn0036454
2053	CG7963	0.123187499353662	3R	8362826	8362827	FBtr0301759	FBgn0037584
2054	CG7800	0.123124999809079	3R	8217957	8217958	FBtr0081795	FBgn0037552
2055	CG34181	0.123083333019167	2L	9367640	9367641	FBtr0112374	FBgn0085210
2056	nur	0.123000000254251	2L	13736138	13736139	FBtr0080531	FBgn0051813
2057	nAChRalpha2	0.122916666790843	3R	24485428	24485429	FBtr0084640	FBgn0000039
2058	CG17841	0.122100001294166	X	10368052	10368053	FBtr0071444	FBgn0028480
2059	CG15125	0.12164999935776	2R	19657573	19657574	FBtr0086471	FBgn0034463
2060	RhoGAP93B	0.121250000083819	3R	21097826	21097827	FBtr0084036	FBgn0038853
2061	Ctr1C	0.12068749871105	3R	30964319	30964320	FBtr0085749	FBgn0062411
2062	CG7137	0.120500001125038	2R	19227344	19227345	FBtr0086505	FBgn0034422
2063	zld	0.119249999755993	X	19783142	19783143	FBtr0345014	FBgn0259789
2064	Nep2	0.118999999947846	3R	4731877	4731878	FBtr0078891	FBgn0027570
2065	tacc	0.117749998904765	3R	4739546	4739547	FBtr0089951	FBgn0026620
2066	pip	0.117583333825072	3L	19337608	19337609	FBtr0075009	FBgn0003089
2067	Tlk	0.117416669925054	X	3720007	3720008	FBtr0301659	FBgn0283657
2068	Npc2c	0.117124999931548	3R	10060252	10060253	FBtr0082176	FBgn0037783
2069	CG34109	0.117000001172225	2L	10094088	10094089	FBtr0300423	FBgn0083945
2070	Meltrin	0.116375000216067	3R	14697291	14697292	FBtr0301499	FBgn0265140
2071	CG18507	0.115937500959262	2L	13665525	13665526	FBtr0080528	FBgn0028527
2072	CG12662	0.115749998856336	X	8984189	8984190	FBtr0071264	FBgn0030074
2073	CG12498	0.11479999832809	X	2809881	2809882	FBtr0070489	FBgn0040356
2074	Mef2	0.114124999257911	2R	9929614	9929615	FBtr0088443	FBgn0011656
2075	CG6142	0.113999999128282	3R	26133154	26133155	FBtr0084987	FBgn0039415
2076	CG18109	0.113833331968635	2L	15784085	15784086	FBtr0080786	FBgn0028901
2077	CG10841	0.113249999354593	3R	13631942	13631943	FBtr0082795	FBgn0038163
2078	CG3491	0.112749999330845	2L	14924590	14924591	FBtr0080675	FBgn0028887
2079	ND-20L	0.11224999960645	3R	29515717	29515718	FBtr0339902	FBgn0039669
2080	gogo	0.112249998375773	3L	20295132	20295133	FBtr0074848	FBgn0052227
2081	fry	0.112166666115324	3L	9675490	9675491	FBtr0306240	FBgn0016081
2082	CG13442	0.111687498632818	2R	20730609	20730610	FBtr0086240	FBgn0034546
2083	CG18622	0.111333334585652	3R	16986244	16986245	FBtr0337065	FBgn0038460
2084	CG14830	0.1110833332253	3L	7263919	7263920	FBtr0076888	FBgn0035755
2085	Dh44-R2	0.1110833332253	2R	12474424	12474425	FBtr0087936	FBgn0033744
2086	CG43740	0.111083331828316	X	10333652	10333653	FBtr0330322	FBgn0263997
2087	CG3982	0.110999999148771	3L	9417387	9417388	FBtr0076485	FBgn0035988
2088	CG13251	0.110931818616915	3L	20637199	20637200	FBtr0078243	FBgn0037014
2089	alpha-Est10	0.110678569613291	3R	7488750	7488751	FBtr0305911	FBgn0015569
2090	Mtk	0.109499999554828	2R	15408846	15408847	FBtr0087386	FBgn0014865
2091	Ptth	0.1091875009879	2L	576549	576550	FBtr0333746	FBgn0013323
2092	Ih	0.109035714313255	2R	14276130	14276131	FBtr0100369	FBgn0263397
2093	CG34259	0.109000001102686	3L	2026991	2026992	FBtr0300030	FBgn0085288
2094	Pgam5-2	0.108166664217909	2R	24432732	24432733	FBtr0072356	FBgn0035004
2095	dy	0.107900001853704	X	11778783	11778784	FBtr0073612	FBgn0004511
2096	smog	0.10691666471151	2L	4852864	4852865	FBtr0077388	FBgn0051660
2097	fru	0.106700000632554	3R	18438770	18438771	FBtr0083652	FBgn0004652
2098	bves	0.10650000302121	X	21053963	21053964	FBtr0077246	FBgn0031150
2099	CG33773	0.106500002555549	3R	31035346	31035347	FBtr0091774	FBgn0053773
2100	CG43063	0.106125000398606	3R	13086224	13086225	FBtr0304647	FBgn0262365
2101	nAChRalpha3	0.106000001193024	X	8367168	8367169	FBtr0289988	FBgn0015519
2102	dsf	0.105875000823289	2L	5925937	5925938	FBtr0079145	FBgn0015381
2103	CG7631	0.105499999783933	2L	15628678	15628679	FBtr0080754	FBgn0028945
2104	lz	0.105416667026778	X	9284649	9284650	FBtr0071320	FBgn0002576
2105	Obp51a	0.105250001219766	2R	15024838	15024839	FBtr0087420	FBgn0043530
2106	Obp46a	0.105000000121072	2R	10312022	10312023	FBtr0088359	FBgn0033508
2107	gammaCOP	0.104833333753049	3R	31572143	31572144	FBtr0085793	FBgn0028968
2108	Cow	0.104624998522922	3R	23112729	23112730	FBtr0302022	FBgn0039054
2109	ben	0.104500000209858	X	13996345	13996346	FBtr0073855	FBgn0000173
2110	miple1	0.104299999121577	3L	267299	267300	FBtr0310416	FBgn0027111
2111	CG13032	0.103875001543202	3L	16673964	16673965	FBtr0075316	FBgn0036652
2112	CG31862	0.103875000495464	2L	12338848	12338849	FBtr0080350	FBgn0051862
2113	CG7058	0.103583332461615	X	18806694	18806695	FBtr0301153	FBgn0030961
2114	ssp5	0.102750000369269	3R	12033142	12033143	FBtr0082538	FBgn0037985
2115	barr	0.102449998725206	2L	20060976	20060977	FBtr0081348	FBgn0014127
2116	PpN58A	0.101750001311302	2R	21882532	21882533	FBtr0071734	FBgn0025573
2117	CG46430	0.101749999914318	3L	10478514	10478515	FBtr0475208	FBgn0286933
2118	TM9SF4	0.101449999865144	2L	13746952	13746953	FBtr0343657	FBgn0028541
2119	CG8066	0.101125001053636	3R	14568846	14568847	FBtr0082981	FBgn0038243
2120	CG42369	0.0997499988103906	2L	6397248	6397249	FBtr0299968	FBgn0259715
2121	Ttd14	0.0993749997578561	2R	18440474	18440475	FBtr0086724	FBgn0284257
2122	MtnE	0.0993749992921948	3R	20534703	20534704	FBtr0304129	FBgn0262146
2123	MEP-1	0.0991500001400709	3L	2631715	2631716	FBtr0072932	FBgn0035357
2124	CG10839	0.0984166661898295	2L	15979486	15979487	FBtr0080800	FBgn0028858
2125	nudE	0.0980000006966293	3L	9899241	9899242	FBtr0076344	FBgn0036059
2126	18w	0.097750000966092	2R	20111511	20111512	FBtr0086309	FBgn0004364
2127	CSN7	0.0974999996833503	2R	8421033	8421034	FBtr0088742	FBgn0028836
2128	CG46339	0.0970000004163012	3R	26915761	26915762	FBtr0472698	FBgn0285963
2129	CG13931	0.0966666666790843	3L	1702406	1702407	FBtr0072802	FBgn0035258
2130	CG31788	0.0950833347160369	2L	18257901	18257902	FBtr0081056	FBgn0051788
2131	CG43693	0.0948749994859099	3L	11039919	11039920	FBtr0310568	FBgn0263776
2132	sktl	0.0947499994654208	2R	20832417	20832418	FBtr0071563	FBgn0016984
2133	CCHa1	0.0946666666616996	3R	14096834	14096835	FBtr0113232	FBgn0038199
2134	Rac2	0.0946666649542749	3L	7435189	7435190	FBtr0076867	FBgn0014011
2135	Act87E	0.0945000007050112	3R	13425983	13425984	FBtr0082785	FBgn0000046
2136	Cpr65Ea	0.094499999191612	3L	7086607	7086608	FBtr0076929	FBgn0035735
2137	ome	0.0940000003029127	3L	14672839	14672840	FBtr0299649	FBgn0259175
2138	CG32440	0.0937500006402843	3L	21360179	21360180	FBtr0078345	FBgn0052440
2139	sas	0.0929583330483486	3R	7162808	7162809	FBtr0334884	FBgn0002306
2140	CG14160	0.0912500026946267	3L	10089399	10089400	FBtr0076316	FBgn0036066
2141	CG13137	0.0904166662755112	2L	10172702	10172703	FBtr0301684	FBgn0032188
2142	CG2187	0.0900000006270905	3R	31758077	31758078	FBtr0303376	FBgn0017448
2143	CG33752	0.0900000003166497	2R	12545689	12545690	FBtr0091753	FBgn0053752
2144	ine	0.0895500000566244	2L	4473191	4473192	FBtr0077447	FBgn0011603
2145	plum	0.0884999991394579	3R	26535216	26535217	FBtr0302209	FBgn0039431
2146	CG15249	0.0882499986037146	X	9899365	9899366	FBtr0343032	FBgn0030161
2147	Doa	0.0877142855897546	3R	28888073	28888074	FBtr0299745	FBgn0265998
2148	obst-B	0.0868333332861463	2L	10032690	10032691	FBtr0079934	FBgn0027600
2149	MsR2	0.0863333339802921	3L	2282883	2282884	FBtr0330360	FBgn0264002
2150	Cyp4d20	0.0853888886825492	3L	2478447	2478448	FBtr0072967	FBgn0035344
2151	Ktl	0.0848750006407499	3R	20897319	20897320	FBtr0083986	FBgn0038839
2152	Lcp1	0.0845000001912316	2R	8431242	8431243	FBtr0088763	FBgn0002531
2153	PK2-R2	0.0841500002425164	3R	13334165	13334166	FBtr0082774	FBgn0038139
2154	Pde8	0.0840999991632998	2R	23657567	23657568	FBtr0344180	FBgn0266377
2155	Gpdh2	0.0835000008810312	2R	23130188	23130189	FBtr0071974	FBgn0034825
2156	Acp33A	0.0828333319320033	2L	11591677	11591678	FBtr0080270	FBgn0267327
2157	SdhAL	0.0825499990023673	3L	11924756	11924757	FBtr0076069	FBgn0036222
2158	Moca-cyp	0.082499999863406	3R	28340334	28340335	FBtr0085287	FBgn0039581
2159	CG5823	0.0824166668268541	3R	17534586	17534587	FBtr0083505	FBgn0038515
2160	CG33998	0.0817499998956919	2R	18738492	18738493	FBtr0100053	FBgn0053998
2161	CG32832	0.0814166666629414	2L	16879289	16879290	FBtr0080960	FBgn0052832
2162	nolo	0.0810000002384186	2L	21684106	21684107	FBtr0085901	FBgn0051619
2163	Hug	0.0806249999441207	3R	12526188	12526189	FBtr0082639	FBgn0028374
2164	MED20	0.0806249996336798	2L	8072847	8072848	FBtr0079544	FBgn0013531
2165	Cngl	0.0799166664170722	X	15440724	15440725	FBtr0345071	FBgn0263257
2166	Sgt	0.0795833338052034	2L	17471603	17471604	FBtr0305683	FBgn0032640
2167	wry	0.0793750004377216	2L	1836538	1836539	FBtr0089786	FBgn0051665
2168	bru2	0.0790000001434237	2L	12344219	12344220	FBtr0304856	FBgn0262475
2169	RecQ5	0.0789999995613471	3L	14632076	14632077	FBtr0075715	FBgn0027375
2170	Rsph3	0.07767857122235	3L	6761113	6761114	FBtr0076948	FBgn0052392
2171	CG10863	0.0759166674688458	3L	3942464	3942465	FBtr0073171	FBgn0027552
2172	karr	0.0759166663046926	X	20110574	20110575	FBtr0301572	FBgn0040784
2173	CG14416	0.0754999999189749	X	2872852	2872853	FBtr0070567	FBgn0040352
2174	snRNP-U1-70K	0.0752499990048818	2L	6971736	6971737	FBtr0079355	FBgn0016978
2175	CG6123	0.0741666667163372	X	18356190	18356191	FBtr0074578	FBgn0030913
2176	CG34029	0.0728750005364418	2R	21971284	21971285	FBtr0100084	FBgn0054029
2177	CG6231	0.0714166664207975	3R	19621140	19621141	FBtr0083810	FBgn0038720
2178	CG43709	0.0713333324529231	2R	20776408	20776409	FBtr0321317	FBgn0263848
2179	CG3809	0.0706666675396264	3R	12197941	12197942	FBtr0082545	FBgn0037995
2180	DIP-theta	0.0704166671882073	2L	5658559	5658560	FBtr0079114	FBgn0051646
2181	CG43149	0.0702999998349696	3L	54750	54751	FBtr0305596	FBgn0262679
2182	CG6752	0.0685312515706755	3R	15196054	15196055	FBtr0306246	FBgn0038296
2183	egl	0.0677499997739991	2R	23745183	23745184	FBtr0343272	FBgn0000562
2184	CG14443	0.0668750001932494	X	6633959	6633960	FBtr0308654	FBgn0029880
2185	Fatp2	0.066249999916181	2R	23055474	23055475	FBtr0339109	FBgn0265187
2186	CG14147	0.0637000005692244	3L	10972648	10972649	FBtr0076194	FBgn0036112
2187	CG1637	0.0631999999284744	X	10877797	10877798	FBtr0073408	FBgn0030245
2188	CG5191	0.0613333331421018	3R	20560865	20560866	FBtr0083906	FBgn0038803
2189	CG10089	0.0589166656136513	3L	13469212	13469213	FBtr0075823	FBgn0036369
2190	CG30460	0.0568125002318993	2R	17071908	17071909	FBtr0302611	FBgn0050460
2191	CG4829	0.0561250001192093	X	16811699	16811700	FBtr0074336	FBgn0030796
2192	nuf	0.055650000856258	3L	14190870	14190871	FBtr0306619	FBgn0013718
2193	CG32718	0.0552500006742775	X	7778205	7778206	FBtr0300461	FBgn0052718
2194	CG5687	0.055249999742955	3L	1938739	1938740	FBtr0072858	FBgn0035293
2195	Frq1	0.0552499995101243	X	18155369	18155370	FBtr0074545	FBgn0030897
2196	Hers	0.0541666673185925	X	19866146	19866147	FBtr0074800	FBgn0052529
2197	CG2616	0.053874998819083	3R	7722417	7722418	FBtr0081738	FBgn0037512
2198	CG11406	0.0525833332212642	2R	24206939	24206940	FBtr0072276	FBgn0034990
2199	CG9877	0.0524374999222346	2R	23086267	23086268	FBtr0071980	FBgn0034819
2200	ms(3)76Ba	0.0484999995678663	3L	19387580	19387581	FBtr0330281	FBgn0036868
2201	Gbs-70E	0.0476250003557652	3L	14550974	14550975	FBtr0075724	FBgn0036428
2202	slow	0.044875000603497	3L	4384442	4384443	FBtr0073291	FBgn0035539
2203	Tango8	0.0438750000903383	2R	18311822	18311823	FBtr0086763	FBgn0040737
2204	Sik3	0.0433750017546117	2R	18688132	18688133	FBtr0304026	FBgn0262103
2205	CG4297	0.0372083335338781	2L	471554	471555	FBtr0310035	FBgn0031258
2206	mAChR-B	0.0343749998137355	3R	8059284	8059285	FBtr0081789	FBgn0037546
2207	CTPsyn; CG45071	0.0332500000949949					
2208	hid	0.0299285718772028	3L	18185640	18185641	FBtr0075133	FBgn0003997
2209	CG10953	0.0280833337261962	2R	17166504	17166505	FBtr0086997	FBgn0034204
2210	Tg	0.0273333330405876	2L	8011405	8011406	FBtr0079533	FBgn0031975
2211	CG15631	0.0258333332215746	2L	4734457	4734458	FBtr0077419	FBgn0031626
2212	Pngl	0.0221249931491911	2R	6017739	6017740	FBtr0085972	FBgn0033050
2213	regucalcin	0.0176250003278255	X	12012377	12012378	FBtr0073575	FBgn0030362
2214	DIP1	-0.0628000006079674	X	21630147	21630148	FBtr0077372	FBgn0024807
2215	lola	-0.208203121903352	2R	10534353	10534354	FBtr0089342	FBgn0283521
